Tm,Cm,Sm,hop,latency,label
0,1,0.01,2,3801.504471345923,0
3796,3,0.32,1,3801.2913390925314,0
3411,2,0.31,7,3421.22865434326,0
2338,1,0.32,6,2466.7346715274207,0
2457,2,0.34,2,2465.1352966159593,0
2323,2,0.33,2,2328.140412782055,0
1956,1,0.24,4,2721.688208645117,0
2638,3,0.33,1,2643.0056209349104,0
2625,2,0.32,1,2628.477380139886,0
2486,3,0.31,4,2492.7563923498064,0
2325,3,0.3,1,2331.930632524738,0
2050,3,0.29,4,2061.8896674010475,0
2519,1,0.31,3,2913.945152229835,0
2903,2,0.33,4,2910.6686977894187,0
2743,1,0.32,2,3008.2257005318907,0
2290,1,0.32,3,2336.5566792996824,0
2203,2,0.33,5,2212.8182712636144,0
2196,2,0.32,7,2210.461759929469,0
2146,3,0.31,7,2162.7174615421463,0
0,1,0.01,7,3245.3421173882352,0
2990,2,0.33,5,3007.5087308479906,0
2973,2,0.33,3,2989.1611732102683,0
2650,3,0.32,1,2657.087405845068,0
2594,3,0.31,6,2601.8081831172103,0
959,1,0.15,4,2934.865916902615,0
2862,1,0.34,5,2938.2401336171515,0
2816,1,0.34,1,2828.24005250159,0
2790,2,0.34,7,2800.2406080043247,0
851,1,0.12,2,3396.540476661422,0
3301,3,0.34,1,3308.124462053127,0
3232,2,0.33,7,3244.1422877204486,0
3064,3,0.32,6,3082.061856169673,0
3000,2,0.31,1,3013.1954502732415,0
2962,3,0.3,5,2970.6599481232543,0
2310,1,0.31,2,2712.2230077503964,0
2564,3,0.34,7,2575.1876609187184,0
2515,2,0.33,3,2529.2687145568616,0
2348,2,0.32,7,2361.437001021207,0
2298,2,0.31,4,2309.823331089272,0
2295,3,0.3,1,2300.8540944701926,0
459,1,0.09,6,3611.2663736665863,0
2047,1,0.28,1,2820.278067758837,0
2733,2,0.35,1,2735.7724649111124,0
2570,2,0.34,2,2574.038568357684,0
2559,3,0.33,3,2565.308082371309,0
2550,2,0.32,5,2558.2872647078393,0
1901,1,0.22,4,2974.2188115069393,0
2898,3,0.35,4,2908.5155711529987,0
2865,2,0.34,3,2873.1535515336464,0
2779,3,0.33,7,2790.0388765591215,0
2657,3,0.32,6,2672.7345986868913,0
2271,1,0.29,6,3040.570332733847,0
35,1,0.02,5,4124.391937347828,0
4092,3,0.35,4,4104.263222680714,0
3924,3,0.34,5,3935.6852139731063,0
3925,2,0.33,3,3934.940202796557,0
3703,3,0.32,1,3708.038941191091,0
3,1,0.01,4,4020.331143907574,0
3797,3,0.36,6,3809.9947403655588,0
3707,3,0.35,6,3720.0939781313336,0
3307,2,0.34,1,3314.1471687772582,0
3226,2,0.33,7,3242.5574264944653,0
3196,2,0.32,4,3215.6958646733756,0
3052,3,0.31,6,3069.4481701264067,0
2840,2,0.3,7,2860.5681835870128,0
2821,2,0.3,6,2834.705748346305,0
2921,1,0.36,4,3032.126902220866,0
2623,1,0.26,6,3674.917756496914,0
3531,2,0.37,4,3546.624985424165,0
3374,2,0.36,5,3386.689131652416,0
3005,1,0.38,1,3036.6238638314,0
3008,2,0.37,7,3019.180281111656,0
2933,3,0.36,4,2945.396234287683,0
2827,3,0.35,6,2837.3844950725043,0
3447,1,0.31,7,3934.7332632031494,0
3884,2,0.38,6,3898.514931522728,0
3586,3,0.37,4,3600.778583355893,0
3214,1,0.29,7,3783.073390143889,0
1271,1,0.18,2,3688.2182333479886,0
3648,2,0.37,7,3658.566830457562,0
3504,3,0.36,3,3515.3695804809195,0
3397,2,0.35,3,3404.098216865682,0
2835,1,0.24,2,4508.414071095577,1
4482,2,0.37,3,4488.011294463599,1
4200,3,0.36,5,4213.037472558687,1
1842,1,0.3,7,2619.630929467354,0
2601,2,0.37,4,2613.6030578939117,0
2757,1,0.33,1,3148.8923063477196,0
3115,3,0.37,6,3123.306552732479,0
3059,2,0.36,6,3071.752048931333,0
3020,3,0.35,1,3027.3238834037893,0
3005,3,0.34,7,3020.9974678138187,0
2934,2,0.33,5,2953.643808074071,0
2927,1,0.34,5,3370.8537285696884,0
3280,3,0.38,4,3289.2918505958505,0
3147,2,0.37,6,3158.240558316904,0
3126,3,0.36,5,3138.382182468429,0
3064,3,0.35,7,3077.0186464865174,0
3055,2,0.34,2,3066.2177786515267,0
2788,2,0.33,2,2793.1493265591334,0
2780,3,0.32,2,2784.7597064612746,0
2759,3,0.31,2,2764.7399555342645,0
3123,1,0.27,6,4012.590548028691,0
3570,1,0.36,2,3746.997138962939,0
3576,2,0.38,3,3589.7583958164214,0
3470,2,0.37,2,3476.2244311590675,0
3326,3,0.36,3,3332.97640240719,0
944,1,0.14,3,3333.497439912073,0
3377,1,0.3,3,4037.10538104223,0
3817,2,0.38,4,3829.7865555052695,0
3816,2,0.37,2,3824.4747674982955,0
3978,1,0.38,4,4034.4647133961453,0
3885,3,0.39,7,3896.7807920535297,0
0,1,0.01,3,4142.659832919582,1
4126,3,0.38,6,4136.001946640797,1
4076,3,0.37,5,4088.1977154658553,0
3723,3,0.36,7,3736.7581288909905,0
3716,2,0.35,3,3726.520168988878,0
3720,2,0.34,1,3725.765325053978,0
3583,2,0.33,6,3592.520005299323,0
3542,2,0.32,2,3553.737643992831,0
2143,1,0.3,5,2796.285736514692,0
2716,2,0.39,5,2726.9528650292486,0
1965,1,0.22,5,3093.915945232072,0
3065,3,0.39,5,3077.0750642492267,0
2959,3,0.38,1,2966.060265229631,0
2112,1,0.22,2,4196.405679707161,1
4088,3,0.39,2,4093.8889224438426,0
2052,1,0.26,7,3177.2576452483863,0
3296,1,0.39,1,3434.6351917812062,0
3240,2,0.39,7,3255.877421804622,0
2696,1,0.32,6,3452.2168424867896,0
3335,2,0.39,6,3355.253476671919,0
2179,1,0.29,7,3174.929924120931,0
3163,3,0.4,1,3172.842901015095,0
3131,1,0.38,3,3175.7768698302352,0
3162,2,0.39,2,3167.874782857847,0
3141,2,0.38,3,3146.4180165398666,0
3138,2,0.37,1,3144.1583810651,0
3069,3,0.36,6,3078.396921072478,0
3330,1,0.38,1,3375.5857276623565,0
3322,3,0.4,5,3334.824783772402,0
3213,2,0.39,4,3224.8762166749802,0
3216,2,0.38,2,3226.5001584978772,0
1330,1,0.26,3,3015.6443541076414,0
2961,2,0.39,7,2973.3774366638245,0
2937,2,0.39,5,2950.7775089291845,0
2918,3,0.39,4,2927.1453050286264,0
2784,3,0.38,3,2792.539240218227,0
2696,2,0.37,5,2706.959525411674,0
2604,2,0.36,7,2621.231645224684,0
2495,3,0.35,4,2515.200469591624,0
2480,3,0.34,4,2493.8711748827054,0
2476,3,0.33,3,2487.3890511960344,0
2401,3,0.32,6,2415.644171534117,0
2373,3,0.31,5,2386.092741435098,0
3835,1,0.38,2,4126.872968033709,1
4009,3,0.4,2,4013.7783448443934,0
3583,1,0.36,1,3888.1458952981984,0
3820,1,0.41,5,3826.1092780478175,0
3797,3,0.4,4,3806.9488276378115,0
3513,2,0.39,7,3525.7973713524525,0
3145,1,0.39,4,3315.8557205784464,0
1403,1,0.17,1,4478.9317338932815,1
4,1,0.01,1,4643.952903497586,1
3587,1,0.35,3,4379.269918234096,1
4347,3,0.41,4,4356.316021532907,1
4319,3,0.4,5,4330.704977948403,1
3352,1,0.32,6,4479.437703796996,1
4233,2,0.41,7,4247.741845495968,1
3779,2,0.4,5,3793.806973047758,0
3513,2,0.39,3,3523.758993749604,0
3516,2,0.38,3,3524.3426561081533,0
3511,3,0.37,1,3518.2639931157555,0
3512,3,0.36,7,3523.7214657547174,0
3511,2,0.35,3,3525.7028904302106,0
3374,3,0.34,4,3390.5340681338366,0
3367,2,0.33,6,3383.9209521067787,0
3354,3,0.32,4,3364.9214134162003,0
3266,2,0.31,3,3274.132162317105,0
3112,2,0.3,3,3120.2508841169347,0
3106,2,0.3,1,3112.3542203559673,0
2984,2,0.29,2,2988.2379920057083,0
2688,3,0.28,2,2693.7133182924235,0
2685,3,0.27,2,2690.760448981212,0
2427,2,0.26,6,2441.984035492239,0
3004,1,0.28,3,4284.255844828144,1
4255,3,0.44,5,4263.115375681959,1
4253,2,0.44,2,4261.245034256723,1
3912,2,0.43,3,3921.113125918405,0
3846,3,0.42,7,3860.3545844821583,0
3834,2,0.42,5,3848.895247144984,0
3624,2,0.41,2,3633.6938965266263,0
3586,3,0.4,4,3593.8691332406006,0
3021,1,0.39,2,3446.032922022049,0
3414,3,0.45,2,3421.0011552452233,0
3337,2,0.44,6,3346.284219726489,0
3320,2,0.43,7,3333.635123519054,0
2791,1,0.3,5,4196.51134440869,1
4463,1,0.41,3,4678.435457920673,1
4505,3,0.43,5,4515.477887321461,1
4156,1,0.43,1,4178.745527797369,1
1793,1,0.21,2,3697.1499400170233,0
2692,1,0.38,6,3201.744767169358,0
3782,1,0.39,3,4063.5808810723684,0
3981,2,0.43,5,3990.383595384108,0
3928,2,0.42,6,3940.04116975534,0
3827,2,0.41,4,3841.6115880530224,0
3831,2,0.4,3,3843.7597684422763,0
3824,2,0.39,5,3833.9731193883845,0
3585,2,0.38,6,3596.7642967994634,0
3546,3,0.37,2,3557.0967752543547,0
3289,2,0.36,1,3296.8027930693643,0
3031,3,0.35,2,3035.6906737237596,0
2704,3,0.34,2,2710.347640816847,0
2016,1,0.2,7,4216.039206285711,1
4209,3,0.44,6,4233.666240585495,1
2179,1,0.29,5,3299.9162085304724,0
3277,2,0.43,2,3286.033855894618,0
3265,2,0.42,1,3270.124345437249,0
451,1,0.11,4,3900.4386846850557,0
3873,3,0.43,7,3886.1181321273725,0
3847,2,0.42,7,3863.513045500579,0
3833,2,0.41,1,3843.444728463477,0
4453,1,0.42,1,4608.3011926585905,1
4574,3,0.44,4,4579.321212883187,1
4540,3,0.43,3,4548.151814843231,1
4341,3,0.42,3,4352.956068254421,1
4298,3,0.41,2,4310.366334396152,1
4026,2,0.4,7,4039.6239967236506,0
2940,1,0.29,4,4174.642638855641,1
4443,1,0.41,1,4859.882890113463,1
4845,2,0.44,3,4850.868566973251,1
4765,3,0.43,3,4773.579765279733,1
4752,2,0.42,1,4761.461843736537,1
4608,2,0.41,1,4614.237155160077,1
4236,3,0.4,4,4241.2872188181,1
4185,2,0.39,5,4195.458477879807,1
4053,1,0.44,5,4100.726239260449,0
4016,3,0.44,4,4031.426262395028,0
3335,1,0.34,3,4313.343200607154,1
4237,2,0.45,6,4250.8903697451515,1
3461,1,0.32,2,4217.5940855032595,1
4202,3,0.44,5,4212.151144585363,1
3934,2,0.43,5,3948.998253419636,0
3803,3,0.42,6,3816.150487013724,0
3784,3,0.41,2,3793.5382551215625,0
3024,1,0.42,6,3301.009772089613,0
3247,3,0.44,7,3262.1728133959505,0
3779,1,0.35,5,4806.887463107401,1
2518,1,0.3,7,3945.7523364405824,0
3925,2,0.45,7,3944.491077861162,0
3860,3,0.44,6,3877.460814590041,0
3856,3,0.43,6,3881.7716198225526,0
2745,1,0.37,7,3578.926471800769,0
3433,2,0.46,6,3448.25885099268,0
3376,2,0.45,7,3391.516531338554,0
3315,3,0.44,2,3331.837174761614,0
3265,2,0.43,3,3280.213925128658,0
3265,2,0.42,3,3275.4642194636026,0
905,1,0.13,1,4320.09458113204,1
4240,2,0.47,1,4244.181294123686,1
4154,1,0.46,2,4158.456766389537,1
4183,1,0.44,6,4353.558915727074,1
4333,2,0.46,2,4341.745338344403,1
4300,2,0.45,3,4305.273507915867,1
3946,1,0.42,7,4379.452812351757,1
4344,2,0.45,2,4357.5599493832415,1
4353,3,0.44,3,4361.617870443413,1
4721,1,0.45,5,4876.907715304107,1
4717,1,0.48,3,4732.576664334569,1
4686,2,0.47,4,4696.684117045187,1
4678,2,0.46,5,4687.353763354258,1
3849,1,0.38,1,4790.121574150603,1
4708,3,0.47,3,4713.276910822771,1
4516,2,0.46,7,4527.9859073341395,1
43,1,0.01,5,5616.522270967024,1
5376,3,0.47,4,5387.636141375951,1
5362,2,0.46,6,5373.649440115264,1
5286,2,0.45,7,5300.888321885018,1
5198,3,0.44,5,5211.07601174734,1
3218,1,0.41,6,3989.6242172688662,0
3901,2,0.48,3,3916.7292916333936,0
3731,2,0.48,3,3738.4503206979853,0
3717,2,0.47,6,3728.635440588291,0
1651,1,0.21,6,4732.308275467405,1
4697,3,0.48,6,4717.00051984813,1
4631,2,0.47,7,4646.762320881237,1
2559,1,0.36,3,3851.6316419826626,0
3845,2,0.48,7,3856.8446919505504,0
3787,2,0.47,6,3802.3981061551476,0
3717,2,0.46,2,3727.793114790921,0
3638,3,0.45,7,3648.5719842630497,0
3633,2,0.44,1,3642.8469878029764,0
3603,3,0.43,3,3609.7087846304594,0
3196,1,0.42,7,3854.854770247397,0
3828,3,0.47,1,3837.266604396017,0
3721,2,0.46,6,3729.964911914556,0
3641,2,0.45,7,3654.6696591834934,0
3625,2,0.44,2,3635.3030721301384,0
3039,1,0.41,2,3583.959620251837,0
3540,2,0.47,3,3549.0200635893952,0
3337,1,0.35,7,4828.729806060423,1
4798,3,0.47,4,4814.632227014801,1
4679,2,0.47,4,4692.189004393075,1
4631,3,0.46,5,4645.243597682231,1
4634,2,0.45,2,4648.011255897145,1
4570,3,0.44,6,4581.68551001138,1
3953,2,0.43,7,3968.0178919443797,0
3928,2,0.42,7,3943.915922944334,0
3923,3,0.41,5,3935.165260419898,0
4032,1,0.45,5,4367.841501378413,1
4312,1,0.49,2,4319.75537850529,1
4269,3,0.48,1,4272.599279198483,1
4162,1,0.43,4,4828.45891554647,1
4803,2,0.48,7,4818.475216634048,1
4781,2,0.47,2,4794.56571952385,1
3665,1,0.4,2,4293.727526110711,1
3298,1,0.39,4,4320.5926822582505,1
4162,3,0.47,4,4174.446784823221,1
4157,3,0.46,5,4170.682784282376,1
4129,2,0.45,5,4139.027906430373,1
3935,3,0.44,5,3949.2382770159393,0
3611,2,0.43,5,3625.526681939268,0
3424,3,0.42,1,3430.9318096415363,0
3411,3,0.41,7,3420.1915037074405,0
3082,2,0.4,4,3094.011446537018,0
2959,2,0.39,4,2967.2309800358016,0
2909,2,0.38,3,2917.8432307249577,0
2875,2,0.37,6,2891.514913068093,0
2829,3,0.36,5,2851.211127870827,0
2795,2,0.35,7,2812.674903841401,0
2792,2,0.35,7,2807.3736595757164,0
2714,2,0.34,5,2727.1377564122367,0
4260,1,0.48,7,4385.251793775907,1
4372,1,0.5,4,4384.532388028218,1
4377,2,0.49,2,4383.575808098416,1
3254,1,0.31,5,5646.329151091636,1
5640,1,0.5,4,5656.158931267281,1
2854,1,0.32,7,4450.258693966191,1
4439,2,0.49,6,4455.955490639396,1
4402,3,0.48,2,4413.310318684692,1
4194,2,0.47,7,4206.74727868724,1
3370,1,0.46,7,3789.3958033453937,0
3756,3,0.5,6,3772.6433530295953,0
3545,1,0.4,2,4243.921587715133,1
4210,1,0.47,5,4447.181329067797,1
4205,1,0.5,1,4221.038047118604,1
3826,3,0.49,1,3834.346615001584,0
5631,1,0.49,2,5715.997547861959,1
4367,1,0.5,3,4394.592252440072,1
4292,3,0.49,7,4313.593699338409,1
4214,2,0.48,3,4235.015123754631,1
3667,1,0.37,6,5464.144967046845,1
5330,3,0.5,7,5343.124256411571,1
5289,2,0.49,2,5298.76225754378,1
5634,1,0.49,7,5694.316509064988,1
5609,3,0.49,6,5624.072896273528,1
3726,1,0.49,6,3829.2017484280723,0
3493,1,0.46,7,3908.3382884534312,0
4430,1,0.45,4,5037.268038875053,1
4944,2,0.5,6,4958.616994206298,1
2040,1,0.28,6,4337.992562590748,1
4302,3,0.5,7,4322.655161514564,1
4004,2,0.49,6,4018.8646310208524,0
4002,3,0.48,7,4016.251797686814,0
4008,2,0.47,4,4020.583454284464,0
3541,1,0.48,6,3696.5842313075136,0
3613,3,0.51,6,3629.432692884835,0
4330,1,0.48,3,4586.347281735497,1
4541,2,0.51,4,4548.943008381476,1
4536,3,0.5,4,4544.529379576454,1
4461,3,0.49,2,4467.627866691436,1
3019,1,0.35,6,4588.666792061109,1
4560,3,0.52,3,4576.5351215999635,1
4018,1,0.43,2,4983.879102422663,1
4902,2,0.52,2,4910.801549164085,1
4872,2,0.51,5,4886.1837157627615,1
2757,1,0.3,3,4593.145268968696,1
4523,3,0.52,4,4534.299319906384,1
4258,3,0.51,1,4264.004203365466,1
4240,3,0.5,6,4249.05442775483,1
4356,1,0.51,1,4408.9818377043175,1
4237,1,0.44,2,5063.749963376892,1
4978,3,0.51,2,4985.737317945776,1
4806,2,0.5,2,4812.377239703671,1
4596,3,0.49,3,4604.046706241109,1
4564,2,0.48,3,4571.007906780117,1
4502,3,0.47,4,4509.682618210584,1
4499,2,0.46,4,4515.371802890854,1
4487,3,0.45,6,4505.138669422156,1
4488,2,0.44,4,4500.129938553835,1
4167,1,0.46,7,4524.017844547836,1
4803,1,0.5,6,4910.383858206943,1
4862,2,0.52,2,4871.4084404043415,1
4826,2,0.51,7,4837.265796477281,1
3574,1,0.5,7,3756.9494882017534,0
3603,1,0.52,6,3624.421998077696,0
3577,2,0.52,6,3602.972012057976,0
3584,3,0.51,6,3603.1022050801184,0
3446,3,0.5,6,3460.9446394745737,0
3804,1,0.5,4,4122.6330177457285,0
3235,1,0.35,6,5211.364876123609,1
4417,1,0.52,7,4528.428022817156,1
4465,2,0.52,2,4483.442438146116,1
4353,2,0.52,6,4369.020585592905,1
4255,3,0.52,5,4273.569421016197,1
4158,3,0.52,3,4166.5379828916875,1
4023,1,0.39,4,5290.1777367321665,1
5271,3,0.53,6,5288.822096841376,1
4731,3,0.52,7,4751.956635045049,1
4742,2,0.51,3,4752.983391480538,1
4722,3,0.5,5,4731.239636289085,1
4633,2,0.49,2,4641.711737619237,1
4616,3,0.48,4,4622.1506642550285,1
5099,1,0.53,2,5201.121251454639,1
5186,3,0.54,6,5197.247965046957,1
4866,1,0.49,5,5278.387329776339,1
4399,1,0.51,3,4670.3155638180315,1
4612,2,0.53,6,4626.029951000771,1
2093,1,0.26,6,5283.210863781889,1
5250,2,0.52,4,5265.618916680886,1
5179,2,0.51,2,5189.671150066759,1
5213,1,0.48,7,5714.029348834318,1
3433,1,0.39,6,5034.510110513755,1
5005,2,0.52,5,5023.597337180233,1
4964,3,0.51,3,4978.914657644347,1
5191,1,0.53,6,5276.100227499483,1
5201,2,0.52,3,5215.392044282712,1
2578,1,0.31,4,5125.758611040774,1
4080,1,0.53,2,4299.25744090935,1
4533,1,0.52,1,4620.229460282903,1
4521,2,0.52,3,4526.6715974487315,1
5662,1,0.53,4,5730.662696934108,1
5281,3,0.53,6,5292.127059045461,1
4992,3,0.52,7,5007.294321536799,1
4412,1,0.48,6,4872.39446249908,1
4747,2,0.52,1,4755.330254544106,1
4507,2,0.51,2,4511.064360792399,1
4838,1,0.53,3,4991.873886059702,1
4978,3,0.53,2,4985.9247357235445,1
4738,2,0.52,7,4749.870751500141,1
4678,2,0.51,4,4693.2272444474675,1
4185,1,0.39,4,6060.2201132183945,1
5990,3,0.53,6,6001.61723751633,1
5917,3,0.52,3,5927.479380599722,1
5910,2,0.51,7,5927.891399798154,1
5910,2,0.5,6,5931.223307376633,1
4242,1,0.53,6,4359.150629459901,1
5192,1,0.52,1,5322.324289269047,1
3522,1,0.43,7,4591.311088988102,1
4029,1,0.38,1,5541.737915434339,1
5532,3,0.54,4,5539.451082206667,1
5344,2,0.53,1,5354.452906411946,1
5349,2,0.52,3,5358.333563430717,1
5318,2,0.51,2,5325.230445314275,1
4561,1,0.46,1,5736.98713411154,1
4005,1,0.51,2,4327.6292020431965,1
4139,2,0.54,7,4153.580755639986,1
4038,2,0.53,3,4053.0351215351875,0
3924,2,0.52,4,3935.9724040344136,0
0,1,0.01,2,6021.40426731279,1
5918,3,0.55,1,5921.386062375015,1
5582,1,0.54,3,5625.4320558288555,1
5602,3,0.55,3,5610.664109508943,1
5502,2,0.54,3,5510.576572206554,1
5503,3,0.53,2,5509.6348395776295,1
5455,2,0.52,6,5463.494358066696,1
5313,3,0.51,5,5324.501678339182,1
5282,3,0.5,1,5289.487033800749,1
5277,3,0.49,1,5280.8682306860055,1
5058,3,0.48,5,5064.668393121573,1
3893,1,0.49,3,4653.966047252126,1
4461,2,0.54,7,4479.906013948704,1
4374,2,0.53,3,4397.523504035894,1
4525,1,0.46,3,5621.839824037767,1
4687,1,0.5,5,4986.506965423831,1
4806,2,0.54,1,4813.255082126647,1
4582,1,0.53,3,4741.152100170757,1
4479,1,0.52,5,4760.6595081801615,1
4603,2,0.54,4,4613.5291625939235,1
4554,2,0.53,3,4561.271467247721,1
4516,3,0.53,5,4529.164231651548,1
4246,2,0.53,5,4262.322088145122,1
1651,1,0.2,6,5360.96829379191,1
5320,2,0.55,4,5330.207927117445,1
2494,1,0.34,3,5212.898257878147,1
5192,3,0.55,6,5202.371974752132,1
3216,1,0.37,2,5515.211516634251,1
5435,3,0.55,2,5446.307369130641,1
5416,3,0.54,2,5421.239476446894,1
5372,2,0.53,3,5378.028765378725,1
5201,3,0.52,4,5209.870765250932,1
5132,3,0.51,4,5140.076366025897,1
0,1,0.01,6,5729.398367244959,1
5700,2,0.56,3,5714.369607630297,1
2355,1,0.27,7,5633.009646015357,1
4203,1,0.47,6,5177.592224346609,1
5146,3,0.55,7,5164.284923191754,1
5091,2,0.55,2,5106.10308442087,1
5000,2,0.54,3,5007.3626275242,1
4840,2,0.53,6,4850.373178114093,1
4715,3,0.52,5,4728.036931973493,1
4347,3,0.51,2,4356.226769045356,1
4677,1,0.54,3,4846.428479981301,1
3273,1,0.49,4,3951.6025275363345,0
3901,2,0.56,6,3911.2499081641927,0
3539,3,0.55,2,3548.309463908351,0
3420,3,0.54,2,3429.5448531069587,0
4725,1,0.43,3,6275.910797673201,1
6056,3,0.58,6,6072.175127591212,1
5883,3,0.57,4,5900.348179527743,1
5625,1,0.55,6,5739.768261504503,1
5683,3,0.57,2,5693.016906565553,1
5652,2,0.56,1,5656.008654346193,1
5563,3,0.55,4,5569.497062471543,1
5187,1,0.53,6,5590.553887678393,1
2524,1,0.31,7,5635.5283989430245,1
5389,3,0.58,6,5403.4655152008045,1
5528,1,0.58,6,5557.206395203177,1
4015,1,0.46,7,5027.76423844273,1
4857,3,0.59,6,4870.317020404519,1
4860,2,0.58,4,4870.298772603428,1
4813,3,0.57,7,4824.90341838139,1
4783,3,0.56,1,4791.198708547437,1
4589,2,0.55,3,4597.908036349019,1
4533,3,0.54,4,4544.006974806038,1
5518,1,0.58,3,5571.017969838337,1
5429,2,0.58,2,5435.44439922409,1
5269,3,0.57,4,5281.898899850064,1
5896,1,0.56,4,6017.171071386481,1
5904,3,0.59,2,5910.995398839402,1
5855,2,0.58,7,5865.1868483229655,1
5693,3,0.57,6,5708.831872121216,1
5437,3,0.56,5,5450.990618898655,1
5236,2,0.56,7,5256.955228142448,1
4834,3,0.55,2,4851.378903124292,1
4640,2,0.54,5,4649.11887718759,1
4532,2,0.53,4,4548.422290826803,1
668,1,0.09,2,5194.557293761607,1
5152,2,0.59,6,5162.688475520083,1
5050,2,0.58,3,5059.110250309995,1
4866,2,0.57,6,4876.026979319114,1
3191,1,0.43,2,5199.0139884373275,1
5040,2,0.58,4,5052.942560254324,1
5210,1,0.57,2,5394.2644813113575,1
5263,2,0.58,6,5271.047835952954,1
5256,2,0.57,3,5266.921158667688,1
5170,2,0.56,4,5179.0540294042385,1
5173,2,0.55,1,5179.101441990109,1
5110,3,0.54,5,5116.011345421391,1
5107,2,0.53,2,5115.840568971367,1
5056,2,0.52,1,5063.357744055563,1
5056,3,0.51,5,5069.125380479805,1
4969,2,0.51,3,4981.572900430385,1
4523,1,0.5,2,5571.320534200584,1
5494,1,0.59,4,5505.965567343563,1
5190,3,0.58,2,5201.101959552592,1
5565,1,0.55,7,5972.679912009051,1
5623,3,0.59,3,5633.001276512832,1
5826,1,0.54,1,6432.1301954438095,1
6194,2,0.59,3,6199.598598983832,1
6185,2,0.58,4,6192.42647751241,1
5997,3,0.57,4,6005.37291975688,1
5939,3,0.56,6,5950.951818190766,1
5846,3,0.55,1,5855.730355031946,1
5851,3,0.55,3,5856.4041255909015,1
5760,3,0.55,6,5769.797346248307,1
5642,3,0.54,1,5649.330210320405,1
5608,2,0.53,2,5612.711780338213,1
5499,2,0.52,7,5517.5261699828025,1
5566,1,0.58,6,5645.511898476686,1
5630,2,0.59,6,5652.623781817164,1
5615,3,0.58,4,5627.374716991932,1
5445,2,0.58,1,5451.898801029282,1
5082,3,0.57,4,5091.673870384791,1
5239,1,0.5,2,5992.364737465957,1
5330,1,0.54,7,5732.580723997205,1
5649,2,0.58,3,5664.716367119852,1
5652,3,0.57,1,5661.520565968734,1
5432,3,0.56,1,5436.678779184477,1
5248,2,0.55,5,5255.330683626688,1
5173,2,0.54,2,5181.974498301083,1
5165,2,0.53,1,5169.508531181809,1
5028,3,0.52,6,5036.234531320611,1
4876,1,0.57,6,5124.473304589924,1
